,label,text_changed
28263,0,combutterspartidomorado  exclusivo julitoguzmn habla de su huida  carlospolivoz incendi el set de combutters no haba extinguidorpbo mira el video completo vizcarra gorriti venezolanos carloszambrano per willaxtv
18488,2,al parecer tu casita no es tan itaise ve divina chinita karenschwarz que felicidad por uds  seguro dormy tb est re feliz
25479,2,gracias punta negrala  10 delperulillianalvarado recorriendo lima llevando las propuestas y proyecto
14501,0,ay me duele mi estmago xq comi eso ayer no grasa ni gaseosa ser lo ltima vez lo prometo
6607,2,mauricio mulder ridiculiza a jaime chincha  150120 via youtube la ley mulder es decir la ley anti mermelera oido a la musica seor chincha
17213,0,adivinen julioguzmanrenuncia al partidomorado presentar a esposa y partidaria en conferencia de prensabuscar al abogado de lucar huir del per hasta que las cosas calmengorriti y vizcarra lo rescatanrenunciarn debelaunde y ginocosta
21181,2,tuesta de hecho la intencin de voto que hoy tiene el partidomorado se debe al merito exclusivo de sus candidatos no por arrastre de julio guzman por ello el escndalo afectar ms su candidatura de cara al 2021 y es buena oportunidad para que elijan nuevo candidato presidencial
33219,1,jaquelinr5 rylandlynch jajaj ojala y conteste el pendejo andar con una resaca pero de las buenas
16171,2,propuestas    fuerzapopular  victorparedes   propongo la proteccion del infante contra la desnutricion y la anemia      acc
18686,0,accionpopular ustedes lo propusieron y llevaron al congreso y los representaron porque fue la bancada de accionpopular
14381,1,milatuesta marisolmelissac sinparada las extrao cuando un skupe grupal
25173,1,elecciones 2020 la fiscala investiga a personero legal del partido morado partidomorado odebrecht elecciones2020
24190,0,pe    alerta peruanos  prohibido votar en blanco y viciado el voto nulo o blanco  a la hora de repartir los escaos favorecen a  fuerzapopular   apra   solidaridadnacional    pe a alcanzar la valla y mantener su inscripcion y recibirian   curules en el nuevo congreso 2020
24005,0,el odio y el desprecio de la cabecilla de la organizacion criminal denominada  fuerzapopular por el pais es inconmensurable  por eso llena curules con adefesios  ella solo quiere cobrar diezmo y contar con votos para los plenos  esa es la razon por la que pone a estos trogloditas
29263,1,mamafox batperupodersantarosaes el  9 del  ppc el chavin
15144,0,exitosape nicolas lucar le recordo lo de alan a siraguasa a mauricio mulder lo dejo calladito
3032,0,frinzmann no te escucho ursula moscoso ya salieron las mujerescandidatas del partidomorado presentando su renuncia a las elecciones co
32503,2,pepi patrn julio guzmn tendr oportunidad para reconciliarse con la ciudadana la candidata pepi patrn sostuvo que se debe tener cuidado en manosear lo privado con fines pblicos y hacer de lo personal un pepipatrn julioguzmn partidomorado
32192,0,vrpt7 hipocresa antecedentes de los candidatos del partidomorado pegadores dmorazevallos y deudores de alimentos y julioguzmanperu lo sabe atentos mauriciomulder esquinabaja bellatrixtoo a este video de combutters recien subido
21252,1,adivinemos renunciara al partidomorado se presentaria con su esposa y su partidaria en conferencia de prensafugaria del per hasta que las cosas se calmenacudir dnde gorriti y vizcarra x ayudarenunciar debelaunde y ginocosta
1523,1,rt jorgejdt mauricio mulder no hubo una alianza con fuerza popular pero si existio una confluencia 
30732,0,mauricio mulder he ahorrado muy poco porque el sueldo de congresista no alcanza
18536,0,oks no fue buena idea venir
31674,0,perunewsale daniel mora jee declar improcedente pedido de exclusin de candidatura el ente electoral seal que elpartidomorado
7523,0,alajandra  fuerza popular no  queda claro lo que es ese  partido  con este tipo de personas    vulgar   malcriado  atrevido   no mide
3427,0,noalaideologiadegenero conmishijosnotemetas votoinformado elecciones2020 partidomorado promueve perversa ideologiadegenero guzmala  vizcarradictador vizcarra
24619,0,golpeavisaya salieron las mujeres candidatas del partidomorado presentando su renuncia a las elecciones congresales por estar en elpartidode un golpeador de mujeres y potencial feminicida  
18281,0,clubscristal lastimosamente gran parte de entradas se ganaron los revendedores como siempre
8408,0,mahachavezc se le viene la noche a gustavogorriti si su partidomorado    fracasa en el intento de llegar bien al congresoperu
26404,0,"brunogesc a los incautos que quieren votar por accionpopular en estas eleccionescongresales2020 ahi esta el gobierno de
jorgemunozap que obras importantes esta haciendo durante su gestion en favor de los limeos nada realmente trascendente asi lo veo yo abranlosojos"
13856,0,me est costando creer que mi perro ya es viejito ya no me escucha  se tropieza con todo y ya no me pasa cuando corremos juntos
16769,0,partidomorado nido de caviares izmierdistas comunistas terrorismonuncamas partidomorado socio de vizcarra vizcarratusreformasfracasaron vizcarradictador vizcarraincapaz fraudeelectoral votoelectronicoesfraude vizcarradictador eldepadelamor depadelamor eldepadelamor
23761,1,"mesa 2 sistema de lucha anticorrupcin
miguel ngel soria de ppc 
gabriela crdenas de frenteamplio 
alessandra krauze de contigo 
carlos anderson de pps
jos quiones de democraciadirecta 
dina boluae de perlibre
ricardo vsquez de fuerzapopular"
9503,1,hectorandres8 si parezco nio que cuando sale a la calle todo quiere y pues me la paso comiendo flaco no en vivo se nota mi panza
13,1,sin sueo pero tranquilo pues ya tom la pastilla esta medicina me lo indic la dta para cada 8 horas la siguuente ser a las 830 am
2120,1,"caretas abord a la candidata del frenteamplio gabriela salvador gabsalvador85 sobre las encuestas electorales
"
19980,0,yo con pena porque considere que era muy viejecito y el muy oportunista haciendose el enfermo para colocar candidatos marioneta en  fuerzapopular  kenji debe estar mas arrepentido q yo  porque su hermana y el le destruyeron politica y civilmente
33478,1,noakeikope los miembros de la bancada disuelta actuaron sin consecuencia partidaria ni doctrinaria y no representaba el sentir de la militancia y menos de los principios de accionpopular ellos deberan responder ante el pais y ante el partido por sus actos
13077,2,de belaunde partido morado tiene propuestas ms avanzadas para la equidad de gnero danielmora alberto debelaunde partidomorado
12631,0,canaln el partidomorado tendr el dudoso honor de poner en el congreso a un abusivo golpeador de ancianas stas son las personas con las que el partido morado contribuye a hacer un congreso mejor que el anterior
33503,1,"por que razonporque fue intolerante
por que razonporque no servia a los intereses del peru 22
betoesel12
accionpopular
siempreadelante"
31394,2,por eso en estas  eleccionescongresales2020 debemos votar por  fuerzapopular un partido que defendera tus derechos   marquem
25197,0,es en serio ahora los de cuartopoder son fujimoristas de verdad existe cada desubicado que profiere sandeces para cubrir la verdadpartidomorado en modo carioso golpean mujeres y le sacan la vuelta con advenedizas toda una joya
6617,0,"rt pattyromero11 que hacia mauricio mulderalmorzando con fujimoristas
a verdad son el aprofujimoristas"
19963,0,y un voto a  tu banda  fuerzapopular  es un voto a la korrupcion   fuerzapopularnuncamas su socio  apranuncamas
12664,1,delapuentejuan aunque suene a gracia lo meditico es la muleta de ste desgobierno hersegami  como van las cosas es probable que tambin se cree una brigadaespecial para combatir al partidomorado   o no 
6962,1,"a difundir

uruguay unidad frenteamplio mercedes soriano municipales en mercedes soriano"
29497,2,ceciliablume fzavalal s me gusta qu creativo aqu otros aportes cabildeape desregulape sinconsultape seamos integrales pe 
22570,2,4 de enero y hoy empiezo a disfrutar todo todito todoooo
1181,1,rt crespoap nota de hoy 15012020 en el diario el popular que titula propone autonomia de la procuraduria la puedes hallar en la pag
35366,0,jbcperu reyconbarba adivinen julioguzmanrenuncia al partidomorado presentar a esposa y partidaria en conferencia de prensabuscar al abogado de lucar huir del per hasta que las cosas calmengorriti y vizcarra lo rescatanrenunciarn debelaunde y ginocosta
7049,0,"gracias comunistasgolpistas y frenteamplio  renovaciondemocratica  
cumpliendo sus soldados "
25121,0,de ahi viene el nombre mora  daniel morado partidomorado te deja el ojomorado moratedejamorado partidoojomorado se pasaron de enfermos
8979,1,pseudodemocracia democracia libertad vizcarra elperprimero elperquequeremos bicentenario eleccionescongresales2020  elecciones2020 partidomorado congreso gobierno crisis tuqueopinas per encuestas tribunalconstitucional deslealtad mainvizcarrac voto2020
25487,1,perugracias sinceramente  el matrimonio religioso es  catolico el que le llaman civl es un contrato no es un matrimonio  un contrato pueden firmar y lo hacen frente al notario quienes quieran  el matrimonio se hace frente y se jura frente a dios  asi la veo dentro  ppcperu
26075,1,diegobaca jajaja te envidio pd felices fiestas baquita
32170,2,strongerjota alberto belaunde danielfolivares julioguzmanperu partidomorado brotherno es el candidatoy en la franja electoral quien sali l solo a hablar por el partidomorado tan difcil es decirle julioguzmanperu la cagasteda un paso al costadodemuestra q el partido es ms importante que tu afn presidencial
827,0,gialau04 mis paps saben que eres sinnimo de borrachera ya te conocen sorry
33935,0,abrelosojos mulder es el mejor amigo buen perro de luis cervantes lian el rector millonario de la uigv ahora con licencia denegada por la sunedu por la cagada de su rector y claro era su chochera del perro de chacra de mulder y el apra
13782,1,miguel soria del ppctodo funcionario del estado debe ingresar al estado pasando por el poligrafomuy buena idea ppc  debateece2020
12667,0,diariocorreo pongan ms que eso el candidato no es julioguzman coenle la cresta si se lanza el 2021 alberto belaunde no tiene q ver en los temas de cama de julioguzmn los representantes del partidomorado son buenos candidatosbelaunde ha sido reconocido a nivel internacionales pro
28932,1,la venta de extintores se ha disparado lo curioso es que los pedidos provienen de los hotelesjulioguzman partidomorado
28993,0,no necesitamos encuestas slo  frente a la tv ellos lo sabenver a quienes entrevistan y a qu personas nos quieren meter hasta por las orejasobserven a quien le hacen campaa sucia y quieren sacarsabremos quien es ganador lo logramos fueraloscorruptos partidomorado
32169,1,soniagoldenberg aunque suene a gracia lo meditico es la muleta de ste desgobierno hersegami  como van las cosas es probable que tambin se cree una brigadaespecial para combatir al partidomorado   o no 
6916,0,carabdechile tienen una cara de querubines futuros parlamentarios del frenteamplio si es que ya no los contact bola de manteca
16419,1,hersegami claraeospinag cuartopoder adivinemosrenunciar al partido morado se presentaria con su esposa y su partidaria
15495,2,caretas el candidato del frenteamplio tiene como prioridad impulsar una legislacin para los jubilados
20112,1,eleccionescongresales2020  votenporfuerzapopular  marquemoslak escribe  8  fuerzapopular
31367,2,seguimos recorriendo los mercados de todo lima  estuvimos en el mercado virgen del carmen en san juan de lurigancho  seguimos avanzando con humildad y constancia   fuerzapopular  k10  elguardiandelaconstitucion
10775,0,"mauricio mulder del peru se riede la actitud ridicula y de kamikazes demoraditos yovera y de belaunde
mm pone la nota picante y con ese sarcasmo fino y realista de la actitud de este par de moralizadorestan inquisidores con otrostratando de defender a su falso valor jg"
