,label,text_changed
10691,2,avanzado avanzado avanzado sistema educativo salud peruano hora diferencia
34654,2,tarde recorrimos mercado san antonio distrito san martin porres recibimos  acogida acogida
17558,0,habia sentencia dejo alberto belaunde costagino  renuncie dmorazevallos apoyaba matri gay solidaridad psn charitoabc brycealcongreso juansheput luissolarif
32801,1,elperu formado equipo mezcla juventud experiencia congreso proponemos ejes accion desarrollo paisreforma politicareforma judicialseguridad ciudadanadefensa economia social mercadoeligebien  ppc ppc ppc
12488,0,candidato esposa seran citados  carta fiscal semana notificados medida
22385,1,aun trabajando  unico unico unico unico
19635,2,voto
819,0,feo cagones  malcriados
4922,2,sorprende mejoras llena felicidad tranquilidad ire verte  activo
25494,2,dignidadppcperu ppc  partido partido partido juega limpioverdeverdeverdemapamapamapa
2443,0,cambiar  partidos partidos partidos mafiosos fuerzapopular apra solidaridadnacional app ppc contigo
11120,0,mauricio mulder almorzando  fujimoristas fujimoristas apro fujimoristas fujimoristas
990,0,oportunistas escudan fernando belaunde demas belaundes  tratan tratan tratan tratan mantenerse herederos politicos diez canseco herederos antiguos militantes 26enero repetir rechazo rotundo oportunistas
544,2,ustedes ustedes ustedes ustedes bonito anita amaya
2063,1,salanderus salanderus salanderus whistleblower indomita
20850,0,adrianzeneduard amr cix jajaja puesta escena malapero difusion arranca tweet capitan pinocho replicado radio bullafelizmente julioguzmanperu piso palito  campa demolicionfijo ganador lejos
32302,0,pais agresores mujeres  gente gente denuncias estafadoras universitarios jne peru onpe oficial bajaron opositores
27265,1,voto farid matuk nro compatriotas
35075,0,perunewsale perunewsale edmundo aguila elpartidomorado sancochado personas independientes secretario accion popular
27493,1,lideresa fuerzapopular  viajo viajo viajo esposo markvito hijas
22348,0,ptm supero
11067,0,sudado  cicatriz
1311,1,doy  opciones opciones mmh pasan valla morado peru alianza progreso segun encuestas francis gutierrez debate intervencion morado claudia cornejo guess peru alexandra ames debate tambi
2927,0,anticaviarperu1 mora julio guzman  color morado morado morado
14413,2,vida coincidir personas  increibles
18735,0,muera
10453,0,loco encuestas  quieren quieren actual alcalde gente critique fiscalize gobierno congreso
26580,1,recorrido bre domingo  enero enero gracias apoyo vecinos
19113,2,peru mauricio mulder expresando importancia participacion ciudadana defensa  fiscalizacion gobierno congreso votemos conoce politica
25754,2,candidatos ppc estuvieron maestro politica peruana luis bedoya reyes dando sabios consejos postulantes congreso 2020 siguiendo  honestidadhumildadvalor honestidadhumildadvalor honestidadhumildadvalor etc ppc firme candidato idoneo peru
9072,1,amiguito amiguito amiguito
31740,0,todoxperu eudmed julioguzmanperu alquilaba depa ocasiones anteriores pagaba dinero  licito licito usaban
34308,0,defensores delincuencia lacras  vendepatria vendepatria
32700,2,peruel ppc presentamos proyecto ley devolverle peruanos exterior derecho
30381,1,mauricio mulder candidato congreso apra  comparo comparo vida secreta alejandro toledo julio guzman
17745,1,ppc anda entiende
13240,0,julio guzman saliendo departamento abogada pedir  amparo
18370,0,valores procatolicos  concuerdan concuerdan evidente machismo
20684,2,sofiaes75112804 partidomorado  seamos seamos seamos sigamos fomentando
29783,0,sientes sientes fea gorda plata
13560,0,ghibellini serio marisolpereztello cree golpes  moraditos semana permitira ppc cosechar realista
35209,0,candidato resto abusadores pais renuncia  burla pais cambia fotos candidato redes sociales
11695,2,fuerzapopular apra solidaridad contigo  defensa defensa constitucion familia rey
979,2,propuestas proyectos  derechos animales
15159,2,mauricio mulder nombre  pueblo representara debate jne
1897,0,candidato partido aprista sorprendio confesar  parlamentario ahorrar
16770,0,nido nido caviares izmierdistas comunistas socios
23608,0,proyecto cargo reserva constitucionalidad porq  inconstitucional inconstitucional inconstitucional porq une politico manifestaciones quebrar zona cero esperamos
15694,2,frente amplio seguira comprometido pueblo luchas seguira luchando proteccion  medio medio medio medio ambiente agricultura enero decide vota
25993,2,noup corazon oro aparte unico  crear crear crear crear
5794,0,webadas impuestas  truchas ilogicos lideren encuentas sabiendo peru peee jodan
10718,0,mauricio mulder julio guzman alejandro  traves
30739,1,ora familiar  mauricio mauricio mulder
25410,0,julio guzman  queda queda queda grande representar politica peru daniel mora problemas mejores partidos
8493,2,politica ecpe habido mejores respuestas sumando traerse abajo partido dense  castiguenlo castiguenlo castiguenlo 2021
17832,1,elecciones2020 guia antifujimorista 26e ocram palabras claveanti fuji apro solidaria satelites  ppc ppc contigobonusapappmoradoszurdosrojosibadbapplunatelesupurrestinaranjasamarillos
21590,1,partido partido partido partido propuestas propuestas lucha corrupcion
3710,2,karlacalle dmorazevallos  gaste gaste gaste karlacalle apra murio halla torre quedo desechable gente honestidad ratifiquemos cierre congreso voto
27685,0,odio desprecio cabecilla organizacion criminal denominada fuerzapopular  inconmensurable llena curules adefesios cobrar diezmo contar votos plenos razon pone trogloditas
1634,0,eliminado firulais  trolls trolls votado mauricio mulder ciudadania repudia
20582,2,manuelaltamira1 sigridbazan oportunidad apostar propuesta  valgan quieran pais esten abr
16534,2,me7777 voto domingo  animado morado pensar cosa
31228,1,eleccionescongresales2020 votenporfuerzapopular marquemoslak  fuerzapopular
850,0,panza embarazada  terminas terminas terminas comer normal
28817,0,caso daniel mora trae recuerdo  peruanos peruanos peruanos caso fujimorista hija defendio madre torturada padre prefiriendo deldictador japones madre ora
8594,0,idolo candidato buscar extintor  regreso regreso impoo vidas dejaba riesgo edificio
19881,2,votar base decision informada tantas  menor campa sorprendido decidir apoyar voces sigan fuees coherentes suee
30245,0,llevando alcalde robo monton miraflores morado mejores profesionales partido sugerir grupo fujiaprismo aliados accion popular alianza progreso favor
3533,0,bdptv adivinemos renuncia presentara  partidaria conferencia prensa huiria peru calmen acudira gorriti vizcarra ayuda renunciaran
6703,0,ricokan caro cuadra oficial mauricio mulder ahorrar ganan kongresistas luciana leon leon paga credito hipotecario time record ganan  miente
17312,1,limpia
21803,2,ppc gano  discusixc3xb3n voto equipo juega limpio ppc
23724,1,enrique chacon financiamiento politico segun financiamiento privado subvencionado traves espacios televisivos refiere dineros lobbies  empresariales empresariales empresariales due casinos
16945,2,javaliaga malbeg15 partidomorado alberto  voto
25651,0,adiosss  ppc ppc ppc
30858,2,exigir partidos corruptos pidan perdon  estado
23544,1,encontramos ensayo  discusixc3xb3n peru realizara ana 00pm
4732,1,alturas entrevistar candidatos solidaridadnacional contigo  etc esy viaje dimensionya muertos
21300,0,viene nombre daniel morado deja  pasaron pasaron pasaron enfermos
24657,0,dejara propuestas seguir  pais elpartidomorado volver pedir disculpas filtro errores mafia destruir unicopartidoque representa voz peruano sensato
21702,1,perugracias sinceramente matrimonio religioso catolico llaman civl contrato matrimonio contrato  frente notario quieran matrimonio frente jura frente dios veo ppcperu
13216,0,imagenes ineditas huida  julio julio guzman
12279,0,luchitoleivaof creian  resultaron moradizadores morado
18478,2,inicio inicio inicio inicio semana
7270,1,somostodos votoinformado tomateeltiempo debateece2020 sra  discurso representacion solidaridadnacional fuerzapopular ece2020
14641,0,incautos quieren votar gobierno obras  gestion favor lime realmente trascendente veo
18704,0,partidos  furgon cola fujimorismo pruebas votaciones posicion olvidemos
5916,1,vitochos urresti peru diferencias claras  destacado generalizar
24274,0,capibaraespia daniel  mora mora zevallos  mora morado agredio fisicamente pareja segun observar expediente 07607 2019
13344,0,papay seas conchudo regulacion defensa civil recepcion debia extintor pregunto tenian jodas alberto  belaunde belaunde belaunde crees gente cojuda creera cuentazo
22040,0,cae cae asquito amigas consideraba
12551,0,dejara propuestas seguir trabajando pais elpartidomorado volver  pedir pedir pedir disculpas filtro errores mafia destruir unicopartidoque representa voz peruano sensato
9248,2,peru  ppc ppc ppc combatimos corrupcion expulsando cometieron actos atentan peruanosnunca blindaj
11162,0,aprista postulan colaboraron corrupcion fujiaprismo mauricio mulder sueldo congresista permite  conservar mijail garrido leccadice postula congresista yaque 500 nole alcanzapara vivir aprajamas apoyo alpueblo
1273,2,ultima encuesta ipsos  peru peru peru peru accion popular seguira trabajando favor  peru peru peru peru
19708,0,plataforma ciudades lindas capricho  politica destruirla aprovechar situacion conflicto divide venceras
35450,0,noticiamerica renunciara  gay presentara esposa partidaria conferencia prensa huira peru calmen acu gorriti vizcarra ayuda renunciara
28137,2,partido morado propuestas morado  civismo vota informado morado
12901,0,quiquebardelli partidomorado elcomercio peru flaco argumento operadores corrupcion izquierda  desesperados claro opcion toca peruanos decidir votar
29197,0,marisol  tello penoso partido moradomarisoltello
34991,2,juanorozas julio guzman  peru peru lmora congresista gracias morado
25880,0,taaaanto mueren  dejar stalkeen puedan felices mrda
5783,0,oportunistas escudan  fernando fernando fernando belaunde demas belaundes tratan mantenerse herederos politicos diez canseco herederos antiguos militantes 26enero repetir rechazo rotundo oportunistas
35114,2,hectorbecerrilr mora elpartidomorado julio pronunciaron inmediato verguen
17375,2,gente ofendida criticando alguien infidelidad  tire tire tire tire piedra
526,1,dios  adecuado espera paciencia actue
24512,1,perunewsletters perunewsletters perunewsletters partidomorado encontramos responsabilidad politica caso guzman
6516,0,preguntan excongresista aprista mauricio mulder gana congresista vuelve postular  youtu uhylhktyomu
9927,1,jajajaja tanta tecnologia pilas salen caras  ahorraste ahorraste regalos
8053,1,candidata entrevista arregladaza fujimori  historia
21517,1,afirmar  acopio logo ajeno coincidencia originales
15093,2,mulder mostro optimista cara  resultados resultados resultados resultados elecciones enero
2661,0,ptm ptm ptm oye jodas animal pretendes congreso fuerzapopular pedo ustedes sujeto bestia ignorante dudo vestido debate jodan
27302,0,candidato  detenido detenido condenado corrupcion
2042,1,rodriguez presidente asociacion pro hogar aires chosica
8397,2,luciaalvites sigridbazan pena candidata partido segun desean cambio politica uses viejas desinformar hagas  puro puro fake new mal politica
21554,1,pseudo pseudo pseudo democracia mainvizcarrac
17345,0,excusas caso estupidisimas oficinas  dando dando numero dni listan procesos persona siquiera toman molestia revisar
18634,2,enfoque genero instrumento cerrar brechas sociedad machista educacion 200 privilegiado tareas hombres  distintas distintas distintas mujeres
13186,1,garcia toma  partido morado actuo rapidamente mora
17608,0,belaunde hora presentara carta renuncia esperara  elegido recien necesita ayuda modelo cambiar fechas destinatario
3473,0,golpeadores golpeadores golpeadores
31144,1,100 acuerdo caso mora guzman  indecisos indecisos posiblemente afecte tendencia crecer ojala reflejado ipsos encuesta seria mortal mayoria accionpopular seguida fuerzapopular
3181,0,mem epolitico daniel mora filtraba candidatos morado tantos matones  moradosmat
3328,2,ursula moscoso vivo
28092,0,lismelendezpm  aprieto mujeres sopoamos dias calles partidomorado apoya enf
1742,2,campa demoledora gobierno  mulder impedir congreso gobierno acepta congreso oposicion
20196,0,concha fuerzapopular solidaridadnacional criticar  filtros filtros filtros partidos grande nacio venus llenos delincuentes corruptos decadas empezando lideres hablar
